"role","skill_name","purpose","domain","install_tier","source_group","source_commit","package_relative_path","skill_file","permission_note"
"profiler","mindstudio_profiler_data_check","当用户提供 MindStudio profiler 采集的性能数据（框架 profiler、msprof 命令行）时，对数据完整性、采集状态及关键配置进行校验，确保后续分析工具能正常运行。","profiling-collection","general-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","mindstudio_profiler_data_check","mindstudio_profiler_data_check/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"profiler","ai-for-science-ai4s-profiling","AI for Science 场景下的昇腾 NPU Profiling 采集与性能分析 Skill，用于在华为 Ascend NPU 上使用 torch_npu.profiler 采集 L0、L1、L2 级性能数据，分析训练或推理中的算子耗时、调用栈、内存与瓶颈，并指导后续调优。","profiling-collection","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ai4s-profiling","ai4s-profiling/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"profiler","msot-msopprof-operator-profiler","当用户希望使用 msOpProf（`msprof op` / `msprof op simulator`）对昇腾 AI 算子做上板或仿真性能调优、解释 `aic-metrics`/`trace.json`/`visualize_data.bin`、选择 device vs simulator 路径、排查 `--soc-version`/`--export`/`signal 6`/`Bad address`/热点图或流水图相关问题，或要求生成固定分析报告模板（算子基本信息 / 关键数据 TOP5 / 核心瓶颈 TOP5 / 优化建议 TOP5）时，使用本技能。它负责先判定模式、输入形态与芯片/能力边界，再给出正确命令、结果解读、固定报告输出与高频踩坑规避；不要把经验案例当成通用规则。","profiling-collection","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msot-msopprof-operator-profiler","msot-msopprof-operator-profiler/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"profiler","ops-profiling","NPU 性能采集与分析，用于采集算子性能数据、定位性能瓶颈并给出优化建议。当用户在算子开发过程中提到""上板性能""、""算子性能测试""、""硬件性能验证""、""NPU性能采集""、""NPU profiling""等场景时触发。","profiling-collection","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ops-profiling","ops-profiling/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascendc-operator-performance-optim","基于 msprof op 工具的端到端 Ascend NPU 算子性能调优技能。当用户提供算子源码目录，并要求使用 msprof op 完成从性能采集、瓶颈分析、代码优化到优化效果验证的完整闭环时，必须使用此 skill。典型触发词包括""端到端调优""、""代码优化""、""msprof op 调优""、""完整调优""、""性能优化闭环""、""端到端""、""调优全流程""。此 skill 自动执行：编译运行 → msprof op 上板/仿真性能采集 → 瓶颈诊断 → 代码优化 → 重新采集 → 优化前后性能对比。注意：此 skill 专门使用 msprof op 工具进行性能采集和分析，覆盖 msot-msopprof-operator-profiler（纯分析），并额外包含编译运行和性能采集的自动化流程。","ascendc-operator","framework-specific","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","ascendc-operator-performance-optim","ascendc-operator-performance-optim/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascendc-operator-precision-debug","AscendC 算子精度问题调试与根因定位。当算子精度测试失败（allclose 不通过、结果偏差、输出全零/NaN 等）时使用。流程：误差分布分析 → 代码易错点审查 → 实验隔离 → printf/DumpTensor 插桩 → 修复验证。关键词：精度调试、精度问题、结果不一致、误差定位、allclose 失败、输出偏差、NaN、全零、precision debug。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-operator-precision-debug","ascendc-operator-precision-debug/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascendc-precision-debug","Ascend C 算子精度调试技能，提供精度问题诊断和解决方法。触发：输出异常（全为0、随机值、未初始化）、精度验证失败（rtol/atol 不达标）、FP16 精度差于预期、Cast 后数据错误、需要排查流水线同步（EnQue/DeQue）或 DataCopy 对齐问题。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-precision-debug","ascendc-precision-debug/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascendc-runtime-debug","Ascend C 算子运行时错误调试技能。用于处理算子运行时问题：(1) aclnn 返回错误码（161xxx/361xxx/561xxx，包括环境配置、Tiling、Kernel 查找等错误），(2) 运行时异常（程序卡死、挂起、超时、内存越界），(3) 需要解析 plog 日志定位问题。触发关键词：运行时错误、错误码、卡死、挂起、超时、Tiling错误、Kernel查找失败、环境变量、plog。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-runtime-debug","ascendc-runtime-debug/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","catlass-operator-performance-optim","指导 Catlass 算子性能调优。流程：阅读 catlass 优化指南、获取/更新 profiler 基线、按指南修改 tiling、重新编译、**强制产出并展示性能对比报告**、迭代对比。调优策略以 catlass 文档为准。条件不明则追问。","catlass-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","catlass-operator-performance-optim","catlass-operator-performance-optim/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascend-affinity-operator","华为昇腾 NPU 上 PyTorch 模型的推理阶段 Python 层亲和算子优化。通过替换为 torch_npu 融合算子提升推理速度。触发词：ascend-affinity-operator、Ascend 亲和算子、torch_npu 推理优化、NPU 推理性能、算子替换、model_files 优化。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascend-affinity-operator","ascend-affinity-operator/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-fusion","基于 PyTorch 框架的昇腾 NPU 模型推理融合算子优化技能。分析模型代码，识别可替换为 torch_npu 融合算子的计算模式，生成替换方案。触发场景：torch_npu 融合算子替换、MoE/Attention/FFN/Norm 等模块的推理算子适配、torch_npu API 使用咨询。基于仓库已有模型的融合算子经验，按计算语义推荐最佳方案。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-fusion","model-infer-fusion/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-graph-mode","基于 PyTorch 框架的昇腾 NPU 模型推理图模式适配技能。将模型适配到 torch.compile 图模式以加速推理性能。触发场景：npugraph_ex 或 GE 图模式适配、torch.compile 在昇腾 NPU 上的使用、图中断（Graph Break）修复、aclgraph 图编译问题。LLM 模型的图模式适配优先阅读 LLM 模型改造指南。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-graph-mode","model-infer-graph-mode/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-kvcache","基于 PyTorch 框架的昇腾 NPU 模型推理 KVCache 优化技能。分析和优化 LLM 文本推理模型中的 KVCache 实现，包括连续缓存、分页注意力（Paged Attention）配合 FA 融合算子、MLA 压缩缓存。触发场景包括：KVCache 管理实现、paged attention、KV 压缩、FA 融合算子、OOM/性能问题、block_table/slot_mapping 构造。基于本仓库已有模型的 KVCache 实现经验，按模型类型和场景推荐最佳方案。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-kvcache","model-infer-kvcache/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-multi-stream","基于 PyTorch 框架的昇腾 NPU 模型推理多流整网优化技能。用于分析和实施模型的多流优化、双流、stream overlap、控核与 TorchAir 多流改造。先做整网模块 DAG 与模块间并行性分析，再做每个模块的算子级分析、开发调试和验收。触发场景包括：多流优化、双流、stream overlap、控核、整网 DAG、模块拆解、NPU 多流、TorchAir 多流、limit_core_num、多流改造调试。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-multi-stream","model-infer-multi-stream/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-optimize","基于 PyTorch 框架的昇腾 NPU 模型推理性能端到端优化技能。编排分析、实施、验证三类 subagent，按阶段执行推理性能优化，每阶段验证达标后再进入下一阶段。触发场景：优化模型的 NPU 推理性能、端到端推理优化、全流程 NPU 推理适配。不适用于训练优化、非 PyTorch 框架、非昇腾平台。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-optimize","model-infer-optimize/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-prefetch","基于 PyTorch 框架的昇腾 NPU 模型推理权重预取优化技能。为模型添加 torch_npu.npu_prefetch 特性以优化推理性能。触发场景：profiling 显示 MatMul/QBMM/GMM 算子存在 memory-bound 热点、需要为模型添加权重预取、将 prefetch 模式迁移到新模型。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-prefetch","model-infer-prefetch/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-runtime-debug","基于 PyTorch 框架的昇腾 NPU 模型推理运行时错误诊断与修复技能。系统化排查模型加载、初始化、推理执行全链路的运行时错误，包括 aicore timeout、HCCL 通信错误、OOM、算子约束违反、推理卡住等。触发场景：NPU 运行时错误（RuntimeError、aicore timeout 507014、HCCL timeout、device synchronize 失败、kernel crash、EZ9999/EE9999 错误码）、推理过程卡住不返回、权重加载阶段 crash、模型加载成功但 forward 失败、分布式推理某些 rank 挂死等。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-runtime-debug","model-infer-runtime-debug/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-superkernel","基于 PyTorch 框架的昇腾 NPU 模型推理 SuperKernel 适配技能。当用户需要启用 SuperKernel 算子二进制融合技术优化昇腾 NPU 推理性能时使用此技能。触发场景包括：用户询问 SuperKernel、算子融合、二进制融合、启用 superkernel、superkernel_scope、减少任务调度开销、优化 decode 性能等。SuperKernel 仅支持 ge_graph 模式、Atlas A3 硬件，且仅在 decode 阶段生效。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-superkernel","model-infer-superkernel/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","rl-consistency-analysis","训练与推理数据不一致的端到端根因分析。当模块映射/值比较不足以定位问题时使用，可追踪首个可信的分歧边界，过滤融合或结构性误报，遵循生产者-消费者链，并生成包含具体假设和证据的根因报告。","operator-or-model-engineering","framework-specific","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","rl-consistency-analysis","rl-consistency-analysis/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","tune-frontend","PyPTO 算子开箱性能调优技能。主要关注代码级的调优、前端写法不同导致的性能差异，包括 loop 写法优化、TileShape 设置优化、数据操作优化等。当用户需要进行算子初始开发性能优化、开箱性能调优时使用此技能。触发词：开箱性能调优、代码级优化、loop 优化、TileShape 设置、前端优化。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","tune-frontend","tune-frontend/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","tune-incore","PyPTO 算子核内性能调优技能。通过分析单 task 的实现指令及 operation，完成核内的性能调优，包括指令级优化、核内流水优化、特殊 Shape 处理等。当用户需要进行核内性能调优、单 task 耗时分析、指令级优化时使用此技能。触发词：核内性能调优、单 task 优化、指令级优化、核内流水、Operation 实现优化。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","tune-incore","tune-incore/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","tune-practice-cfg","Use when 量化调优闭环中需要生成或修改一轮调优所需的 Practice YAML，包括敏感层分析、策略决策、写出 YAML 文件和校验。","operator-or-model-engineering","framework-specific","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","tune-practice-cfg","tune-practice-cfg/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","tune-swimlane","PyPTO 算子深度性能调优技能。通过泳道图分析及调优性能，包括 Stitch 调优、TileShape 深度调优、合图调优、调度策略调优等。当用户需要进行深度性能调优、泳道图分析、Stitch 优化、合图优化时使用此技能。触发词：深度性能调优、泳道图分析、Stitch 调优、合图调优、调度优化。","operator-or-model-engineering","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","tune-swimlane","tune-swimlane/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","pypto-op-perf-tune","PyPTO 算子性能分析和自动调优技能。用于对生成及新开发的算子进行性能分析及自动调优，包括算子用例执行及精度校验、性能数据采集及分析、分步骤性能调优和生成性能分析报告。当用户需要分析 PyPTO 算子性能、进行性能调优、生成性能报告时使用此技能。触发词：算子性能调优、性能分析、自动调优、性能优化、泳道图分析。","pypto-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","pypto-op-perf-tune","pypto-op-perf-tune/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","pypto-precision-debug","PyPTO 算子精度问题排查技能。专注于用户代码层面的语法逻辑检查和规避方法尝试。当算子精度验证失败、输出结果异常、计算错误、数值偏差、或任何与精度相关的问题时使用此技能。","pypto-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","pypto-precision-debug","pypto-precision-debug/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","triton-operator-performance-optim","优化 Ascend NPU 亲和的 Triton 算子性能。解决 UB 溢出、提高 Cube 利用率、Tiling 策略设计。关键词：性能优化、performance optimization、tiling、UB。","triton-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","triton-operator-performance-optim","triton-operator-performance-optim/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","vector-triton-ascend-ops-optimizer","昇腾（Ascend） NPU 上 Triton 算子深度性能优化技能（Skill），致力于实现用户要求的 Triton 算子性能提升。核心技术包括但不限于 Unified Buffer (UB) 容量规划、多 Tokens 并行处理、MTE/Vector 流水并行、mask（掩码）优化等。当用户提及以下内容时，务必触发此技能（Skill）：昇腾（Ascend）NPU 上 Vector 类 Triton 算子性能优化。","triton-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vector-triton-ascend-ops-optimizer","vector-triton-ascend-ops-optimizer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascend-communication-analysis","Analyze Ascend NPU collective communication profiling data with a DB-first workflow. Use when the user provides `cluster_analysis_output/cluster_analysis.db`, rank-level `analysis.db`, rank-level `ascend_pytorch_profiler_{rank_id}.db`, together with `profiler_info.json`, and asks about HCCL or hcom communication cost, collective communication TOP ops, wait time, slow rank/straggler, Notify Wait, bandwidth, retry, relay, SDMA/RDMA/HCCS links, communication matrix, or Ascend communication fault patterns.","communication-analysis","general-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","ascend-communication-analysis","ascend-communication-analysis/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascend-computation-analysis","Analyze Ascend NPU computation-side profiling data for single-card runs or a selected rank from multi-card runs. Use this skill when the user asks to diagnose computation bottlenecks, AI Core / AI Vector / AICPU hotspots, dynamic shape overhead, block dim issues, redundant TransData/Transpose/Cast, cross-stream waits, frequency/runtime-state issues, or fusion opportunities.","performance-analysis","general-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","ascend-computation-analysis","ascend-computation-analysis/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascend-schedule-analysis","Analyze Ascend NPU schedule, operator dispatch, operator launch, and Host Bound profiling issues in Ascend profiling data. Use when need to diagnose device Free time, framework/operator dispatch latency, launch latency, PYTORCH_API/CANN_API launch gaps, aclrtSynchronizeStream stalls, task queue behavior, CPU scheduling interference, GC/lock pauses, CPU affinity, or schedule-side optimization actions.","performance-analysis","general-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","ascend-schedule-analysis","ascend-schedule-analysis/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","data-pipeline-optimizer","数据加载与预处理流水线优化。流程：数据加载 Profiling → 识别 I/O 瓶颈 → 多进程 Worker 调优 → 预处理加速 → 数据缓存/预取 → 端到端验证。覆盖 NPU 场景下 CPU-GPU 数据传输、数据增强和加载策略。","performance-analysis","general-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","data-pipeline-optimizer","data-pipeline-optimizer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","distributed-optimizer","多 NPU 分布式训练与推理优化。流程：分析通信模式 → 选择并行策略（数据/模型/流水线/张量并行）→ HCCL 通信调优 → 计算-通信重叠 → 端到端扩展效率验证。覆盖 Ascend HCCL 特性与多卡场景。","performance-analysis","general-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","distributed-optimizer","distributed-optimizer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","memory-optimizer","NPU 显存优化。流程：显存 Profiling 采集基线 → 识别显存热点 → 选择优化策略（激活重计算/梯度累积/显存卸载/混合精度/张量压缩）→ 实施优化 → 端到端验证 → 迭代。覆盖训练和推理场景。","performance-analysis","general-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","memory-optimizer","memory-optimizer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","mixed-precision-optimizer","混合精度训练与推理优化。流程：精度基线确定 → AMP 策略选择 → Loss Scaling 调优 → 精度敏感算子排查 → 逐层精度验证 → 端到端性能收益确认。支持 Ascend NPU 的 O1/O2 混合精度模式以及自定义精度策略。","performance-analysis","general-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","mixed-precision-optimizer","mixed-precision-optimizer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","msprof-analyze-cli","MindStudio Profiler Analyze（msprof-analyze）是面向 AI 训练与推理场景的性能分析工具，基于采集得到的 profiling 数据进行统计、比对和诊断，帮助定位计算、通信、调度及集群场景下的性能瓶颈。","performance-analysis","general-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msprof-analyze-cli","msprof-analyze-cli/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","msprof-optimizer","利用 msprof（函数级）和 msprof op（算子级）等 profiling 工具对昇腾 NPU 上的模型进行系统性性能分析、瓶颈定位与针对性调优。覆盖从全模型 Profiling、热点算子识别、算子级深度分析到优化迭代验证的完整闭环。","performance-analysis","general-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","msprof-optimizer","msprof-optimizer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","perf-analyzer","分析 PyPTO 算子的性能指标。当需要分析PyPTO算子的性能指标，从性能数据文件中提取关键指标，计算性能评级，或提供性能瓶颈分析和优化建议时使用此技能。","performance-analysis","general-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","perf-analyzer","perf-analyzer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascend-profiling-anomaly","Analyze Huawei Ascend NPU profiling data to discover hidden performance anomalies and produce a detailed model architecture report reverse-engineered from profiling. Trigger on Ascend profiling traces, NPU bottlenecks, device idle gaps, host-device issues, kernel_details.csv / trace_view.json / op_summary / communication.json. Also trigger on ""profiling"", ""step time"", ""device bubble"", ""underfeed"", ""host bound"", ""device bound"", ""AICPU"", ""wait anchor"", ""kernel gap"", ""Ascend performance"", ""model architecture"", ""layer structure"", ""forward pass"", ""model structure"". Runs anomaly discovery (bubble detection, wait-anchor, AICPU exposure) alongside model architecture analysis (layer classification, per-layer sub-structure, communication pipeline). Outputs a separate Markdown architecture report alongside anomaly analysis.","profiling-analysis","general-recommended","ascend-agent-skills/profiling-anomaly","6a6e9af256d866316cccc4b53966b146c4f536f2",".","SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascend_pytorch_profiler_db_explorer","面向 Ascend PyTorch Profiler / msprof DB（如 ascend_pytorch_profiler*.db、msprof_*.db）的 SQL 分析技能。将自然语言问题（算子耗时、通信、下发、调度、schema/table 查询）转为安全可执行 SQL，并按需从官方文档提取表结构详情。","profiling-collection","general-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","ascend-profiler-db-explorer","ascend-profiler-db-explorer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ai-for-science-ai4s-perf-tuning","AI for Science 场景下的昇腾 NPU 通用性能调优 Skill，覆盖流水优化（TASK_QUEUE_ENABLE）、CPU 绑核优化（CPU_AFFINITY_CONF）、高性能内存库 tcmalloc 替换等调度与 OS 级调优手段，以及基于毕昇编译器的 Python / PyTorch / torch_npu 编译优化（LTO + PGO），适用于 PyTorch 训练或推理场景在 Ascend NPU 上的性能提升。","ai4s","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ai4s-perf-tuning","ai4s-perf-tuning/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","cluster-fast-slow-rank-detector","专门用于 Ascend 集群 Profiling 性能数据的“快慢卡”诊断专家技能。当用户提供【集群性能数据目录/路径】并要求分析【快慢卡】、【慢节点】、【负载不均衡】或【集群瓶颈】时，必须触发此技能。该技能会自动接收集群路径，调度相关工具输出快慢卡的宏观定性与微观根因（如 Host 下发瓶颈、算子计算劣化）。","communication-analysis","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","cluster-fast-slow-rank-detector","cluster-fast-slow-rank-detector/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","ascend-optimization","华为昇腾 Ascend 上通用 PyTorch 优化。用于任意仓库中的 torch_npu 亲和算子替换、推理瓶颈定位后的代码级优化、host-bound 场景的流水优化、Stream 级 TaskQueue 并行下发、CPU 绑核、内存分配器调优，以及同输入同精度的 baseline/perf 验证。优先适用于没有固定目录结构或专项验证脚本的通用仓库；当仓库已经具备 `model_files/`、`accuracy_run.py`、`accuracy_run_perf.py`、`check_accuracy_run_perf.py`、状态流转或专项验收脚本时，同时参考同仓库中的 `ascend-affinity-operator` skill。触发词：Ascend 优化、ascend-optimization、torch_npu 优化、CPU_AFFINITY_CONF、PER_STREAM_QUEUE、TASK_QUEUE_ENABLE、tcmalloc、PYTORCH_NPU_ALLOC_CONF、accuracy_run_perf。","performance-analysis","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascend-optimization","ascend-optimization/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","mindstudio-cpu-binding","Use when diagnosing NPU + PyTorch or LLM Serving Host CPU affinity, NUMA locality, cgroup/cpuset constraints, CPU range conflicts, PyTorch/runtime threading, DataLoader, tokenizer, scheduler, vLLM-Ascend, SGLang, TTFT, TPOT, tokens/s, QPS, or multi-rank/multi-worker CPU binding issues.","performance-analysis","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","mindstudio-cpu-binding","mindstudio-cpu-binding/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-parallel-analysis","基于 PyTorch 框架的昇腾 NPU 模型推理并行策略分析技能。分析模型架构参数和昇腾硬件规格，推荐最优的 TP/EP/DP 并行配置（parallel_config）。触发场景：新模型需要确定并行策略、现有配置需要优化、部署卡数或硬件变更后需要重新评估。输出为结构化的 parallel_config 推荐及定量依据。","performance-analysis","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-parallel-analysis","model-infer-parallel-analysis/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","model-infer-parallel-impl","基于 PyTorch 框架的昇腾 NPU 模型推理并行切分实施技能。根据已确认的 parallel_config，实施模型代码的并行化改造，包括并行线性层替换、MoE 并行模式适配、通信组创建、Embedding/LMHead 并行、YAML 配置生成和权重转换。触发场景：model-infer-parallel-analysis 完成后需要实施改造、现有模型需要支持新的并行配置。","performance-analysis","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","model-infer-parallel-impl","model-infer-parallel-impl/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","msmodeling-throughput-optimizer-executor","Interactively gather parameters for `python -m cli.inference.throughput_optimizer`, generate a deployment simulation command, explain assumptions, ask for execution confirmation, then run the simulation and summarize the best parallel strategy. Use when the user wants to evaluate a model on one or more hardware profiles, compare hardware targets, compare aggregation versus disaggregation versus PD ratio optimization, choose TP/EP/MOE-DP search ranges, or obtain recommended concurrency, throughput, TTFT, and TPOT results from throughput modeling.","performance-analysis","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodeling-throughput-optimizer-executor","msmodeling-throughput-optimizer-executor/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","op-mfu-calculator","计算算子（如 matmul/GEMM）的 MFU（Machine FLOP Utilization），并给出清晰的公式和推导过程。","performance-analysis","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","op-mfu-calculator","op-mfu-calculator/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","msmodelslim-model-analysis","在实现适配器前对候选模型做分析。确定模型实现来源（transformers 或模型目录）、结构特征、内存约束下的逐层量化建议（可选）及 MoE 融合权重风险。适用于用户询问模型适配可行性或做适配前分析时使用。","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodelslim-model-analysis","msmodelslim-model-analysis/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"analyst","quantization-accuracy-tuning-orchestrator","End-to-end automated model quantization and accuracy tuning workflow. Use when user asks for automated model quantization and accuracy tuning, e.g. ""自动量化"", ""量化调优"", ""一键量化"", ""精度调优"", etc.","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","quantization-accuracy-tuning-orchestrator","quantization-accuracy-tuning-orchestrator/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
